id,name,path,level,parent_id
298,关系副词,语法 > 句法 > 定语从句 > 非限制性定语从句 > 关系副词,5,291
299,关系副词when引导的非限制性定语从句,语法 > 句法 > 定语从句 > 非限制性定语从句 > 关系副词 > 关系副词when引导的非限制性定语从句,6,298
300,关系副词where引导的非限制性定语从句,语法 > 句法 > 定语从句 > 非限制性定语从句 > 关系副词 > 关系副词where引导的非限制性定语从句,6,298
301,介词+关系代词引导的非限制性定语从句,语法 > 句法 > 定语从句 > 非限制性定语从句 > 介词+关系代词引导的非限制性定语从句,5,291
302,状语从句,语法 > 句法 > 状语从句,3,202
303,时间状语从句,语法 > 句法 > 状语从句 > 时间状语从句,4,302
304,地点状语从句,语法 > 句法 > 状语从句 > 地点状语从句,4,302
305,原因状语从句,语法 > 句法 > 状语从句 > 原因状语从句,4,302
306,结果状语从句,语法 > 句法 > 状语从句 > 结果状语从句,4,302
307,目的状语从句,语法 > 句法 > 状语从句 > 目的状语从句,4,302
308,条件状语从句,语法 > 句法 > 状语从句 > 条件状语从句,4,302
309,让步状语从句,语法 > 句法 > 状语从句 > 让步状语从句,4,302
310,方式状语从句,语法 > 句法 > 状语从句 > 方式状语从句,4,302
311,比较状语从句,语法 > 句法 > 状语从句 > 比较状语从句,4,302
312,动词的非谓语形式,语法 > 句法 > 动词的非谓语形式,3,202
313,动名词,语法 > 句法 > 动词的非谓语形式 > 动名词,4,312
314,动名词的时态和语态,语法 > 句法 > 动词的非谓语形式 > 动名词 > 动名词的时态和语态,5,313
315,动名词一般式：doing,语法 > 句法 > 动词的非谓语形式 > 动名词 > 动名词的时态和语态 > 动名词一般式：doing,6,314
316,动名词完成式：having done,语法 > 句法 > 动词的非谓语形式 > 动名词 > 动名词的时态和语态 > 动名词完成式：having done,6,314
317,动名词的被动语态,语法 > 句法 > 动词的非谓语形式 > 动名词 > 动名词的时态和语态 > 动名词的被动语态,6,314
318,动名词的用法和意义,语法 > 句法 > 动词的非谓语形式 > 动名词 > 动名词的用法和意义,5,313
319,动名词作主语,语法 > 句法 > 动词的非谓语形式 > 动名词 > 动名词的用法和意义 > 动名词作主语,6,318
320,动名词作宾语,语法 > 句法 > 动词的非谓语形式 > 动名词 > 动名词的用法和意义 > 动名词作宾语,6,318
321,动名词作表语,语法 > 句法 > 动词的非谓语形式 > 动名词 > 动名词的用法和意义 > 动名词作表语,6,318
322,动名词作定语,语法 > 句法 > 动词的非谓语形式 > 动名词 > 动名词的用法和意义 > 动名词作定语,6,318
323,动名词作补语,语法 > 句法 > 动词的非谓语形式 > 动名词 > 动名词的用法和意义 > 动名词作补语,6,318
324,动名词复合结构,语法 > 句法 > 动词的非谓语形式 > 动名词 > 动名词复合结构,5,313
325,现在分词,语法 > 句法 > 动词的非谓语形式 > 现在分词,4,312
326,现在分词的时态和语态,语法 > 句法 > 动词的非谓语形式 > 现在分词 > 现在分词的时态和语态,5,325
327,现在分词一般式：doing,语法 > 句法 > 动词的非谓语形式 > 现在分词 > 现在分词的时态和语态 > 现在分词一般式：doing,6,326
328,现在分词完成式：having done,语法 > 句法 > 动词的非谓语形式 > 现在分词 > 现在分词的时态和语态 > 现在分词完成式：having done,6,326
329,现在分词的被动语态,语法 > 句法 > 动词的非谓语形式 > 现在分词 > 现在分词的时态和语态 > 现在分词的被动语态,6,326
330,现在分词的用法和意义,语法 > 句法 > 动词的非谓语形式 > 现在分词 > 现在分词的用法和意义,5,325
331,现在分词表主动+进行,语法 > 句法 > 动词的非谓语形式 > 现在分词 > 现在分词的用法和意义 > 现在分词表主动+进行,6,330
332,现在分词作定语,语法 > 句法 > 动词的非谓语形式 > 现在分词 > 现在分词的用法和意义 > 现在分词作定语,6,330
333,现在分词作表语,语法 > 句法 > 动词的非谓语形式 > 现在分词 > 现在分词的用法和意义 > 现在分词作表语,6,330
334,现在分词作状语,语法 > 句法 > 动词的非谓语形式 > 现在分词 > 现在分词的用法和意义 > 现在分词作状语,6,330
335,现在分词作补语,语法 > 句法 > 动词的非谓语形式 > 现在分词 > 现在分词的用法和意义 > 现在分词作补语,6,330
336,现在分词的独立主格,语法 > 句法 > 动词的非谓语形式 > 现在分词 > 现在分词的用法和意义 > 现在分词的独立主格,6,330
337,过去分词的用法和意义,语法 > 句法 > 动词的非谓语形式 > 过去分词的用法和意义,4,312
338,过去分词表被动+完成,语法 > 句法 > 动词的非谓语形式 > 过去分词的用法和意义 > 过去分词表被动+完成,5,337
339,过去分词作定语,语法 > 句法 > 动词的非谓语形式 > 过去分词的用法和意义 > 过去分词作定语,5,337
340,过去分词作表语,语法 > 句法 > 动词的非谓语形式 > 过去分词的用法和意义 > 过去分词作表语,5,337
341,过去分词作状语,语法 > 句法 > 动词的非谓语形式 > 过去分词的用法和意义 > 过去分词作状语,5,337
342,过去分词作补语,语法 > 句法 > 动词的非谓语形式 > 过去分词的用法和意义 > 过去分词作补语,5,337
343,过去分词的独立主格,语法 > 句法 > 动词的非谓语形式 > 过去分词的用法和意义 > 过去分词的独立主格,5,337
344,不定式,语法 > 句法 > 动词的非谓语形式 > 不定式,4,312
345,不定式的时态和语态,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的时态和语态,5,344
346,不定式一般式：to do,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的时态和语态 > 不定式一般式：to do,6,345
347,不定式完成式：to have done,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的时态和语态 > 不定式完成式：to have done,6,345
348,不定式的进行式：to be doing,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的时态和语态 > 不定式的进行式：to be doing,6,345
349,不定式的完成进行式：to have been doing,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的时态和语态 > 不定式的完成进行式：to have been doing,6,345
350,不定式被动语态,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的时态和语态 > 不定式被动语态,6,345
351,不定式的用法和意义,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的用法和意义,5,344
352,不定式作主语,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的用法和意义 > 不定式作主语,6,351
353,不定式作宾语,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的用法和意义 > 不定式作宾语,6,351
354,不定式作表语,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的用法和意义 > 不定式作表语,6,351
355,不定式作定语,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的用法和意义 > 不定式作定语,6,351
356,不定式作状语,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的用法和意义 > 不定式作状语,6,351
357,不定式作补语,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的用法和意义 > 不定式作补语,6,351
358,不定式独立主格结构,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的用法和意义 > 不定式独立主格结构,6,351
359,特殊疑问词+不定式,语法 > 句法 > 动词的非谓语形式 > 不定式 > 不定式的用法和意义 > 特殊疑问词+不定式,6,351
360,虚拟语气,语法 > 句法 > 虚拟语气,3,202
361,虚拟语气在非真实条件句中的运用,语法 > 句法 > 虚拟语气 > 虚拟语气在非真实条件句中的运用,4,360
362,与现在事实相反的假设,语法 > 句法 > 虚拟语气 > 虚拟语气在非真实条件句中的运用 > 与现在事实相反的假设,5,361
363,与过去事实相反的假设,语法 > 句法 > 虚拟语气 > 虚拟语气在非真实条件句中的运用 > 与过去事实相反的假设,5,361
364,与将来事实相反的假设,语法 > 句法 > 虚拟语气 > 虚拟语气在非真实条件句中的运用 > 与将来事实相反的假设,5,361
365,虚拟语气在非真实条件句中的特殊用法,语法 > 句法 > 虚拟语气 > 虚拟语气在非真实条件句中的特殊用法,4,360
366,含蓄条件句,语法 > 句法 > 虚拟语气 > 虚拟语气在非真实条件句中的特殊用法 > 含蓄条件句,5,365
367,错综时间条件句,语法 > 句法 > 虚拟语气 > 虚拟语气在非真实条件句中的特殊用法 > 错综时间条件句,5,365
368,省略if的条件句,语法 > 句法 > 虚拟语气 > 虚拟语气在非真实条件句中的特殊用法 > 省略if的条件句,5,365
369,虚拟语气在主语从句中的运用,语法 > 句法 > 虚拟语气 > 虚拟语气在主语从句中的运用,4,360
370,虚拟语气在宾语从句中的运用,语法 > 句法 > 虚拟语气 > 虚拟语气在宾语从句中的运用,4,360
371,虚拟语气在表语从句中的运用,语法 > 句法 > 虚拟语气 > 虚拟语气在表语从句中的运用,4,360
372,虚拟语气在同位语从句中的运用,语法 > 句法 > 虚拟语气 > 虚拟语气在同位语从句中的运用,4,360
373,虚拟语气在定语从句中的运用,语法 > 句法 > 虚拟语气 > 虚拟语气在定语从句中的运用,4,360
374,虚拟语气在方式状语从句中的运用,语法 > 句法 > 虚拟语气 > 虚拟语气在方式状语从句中的运用,4,360
375,表示“本打算而未做成”,语法 > 句法 > 虚拟语气 > 表示“本打算而未做成”,4,360
376,虚拟语气的其他用法,语法 > 句法 > 虚拟语气 > 虚拟语气的其他用法,4,360
377,主谓一致,语法 > 句法 > 主谓一致,3,202
378,就近原则,语法 > 句法 > 主谓一致 > 就近原则,4,377
379,意义一致,语法 > 句法 > 主谓一致 > 意义一致,4,377
380,语法一致,语法 > 句法 > 主谓一致 > 语法一致,4,377
381,特殊句式,语法 > 句法 > 特殊句式,3,202
382,强调句,语法 > 句法 > 特殊句式 > 强调句,4,381
383,助动词do强调谓语,语法 > 句法 > 特殊句式 > 强调句 > 助动词do强调谓语,5,382
384,It be...that/who 句型,语法 > 句法 > 特殊句式 > 强调句 > It be...that/who 句型,5,382
385,倒装,语法 > 句法 > 特殊句式 > 倒装,4,381
386,形式倒装,语法 > 句法 > 特殊句式 > 倒装 > 形式倒装,5,385
387,部分倒装,语法 > 句法 > 特殊句式 > 倒装 > 部分倒装,5,385
388,完全倒装,语法 > 句法 > 特殊句式 > 倒装 > 完全倒装,5,385
389,省略,语法 > 句法 > 特殊句式 > 省略,4,381
390,动词不定式的省略,语法 > 句法 > 特殊句式 > 省略 > 动词不定式的省略,5,389
391,并列结构的省略,语法 > 句法 > 特殊句式 > 省略 > 并列结构的省略,5,389
392,宾语从句的省略,语法 > 句法 > 特殊句式 > 省略 > 宾语从句的省略,5,389
393,状语从句的省略,语法 > 句法 > 特殊句式 > 省略 > 状语从句的省略,5,389
394,不定式符号to的省略,语法 > 句法 > 特殊句式 > 省略 > 不定式符号to的省略,5,389
395,其他形式的省略,语法 > 句法 > 特殊句式 > 省略 > 其他形式的省略,5,389
396,语篇,语篇,1,0
397,语篇类型,语篇 > 语篇类型,2,396
398,应用文,语篇 > 语篇类型 > 应用文,3,397
399,记叙文,语篇 > 语篇类型 > 记叙文,3,397
400,说明文,语篇 > 语篇类型 > 说明文,3,397
401,议论文,语篇 > 语篇类型 > 议论文,3,397
402,新闻报道,语篇 > 语篇类型 > 新闻报道,3,397
403,新媒体文章,语篇 > 语篇类型 > 新媒体文章,3,397
404,其他语篇,语篇 > 语篇类型 > 其他语篇,3,397
405,主题语境,语篇 > 主题语境,2,396
406,人与自我,语篇 > 主题语境 > 人与自我,3,405
407,生活与学习,语篇 > 主题语境 > 人与自我 > 生活与学习,4,406
408,个人、家庭、社区及学校生活,语篇 > 主题语境 > 人与自我 > 生活与学习 > 个人、家庭、社区及学校生活,5,407
409,健康的生活方式、积极的生活态度,语篇 > 主题语境 > 人与自我 > 生活与学习 > 健康的生活方式、积极的生活态度,5,407
410,自我认知与完善,语篇 > 主题语境 > 人与自我 > 生活与学习 > 自我认知与完善,5,407
411,学习的规律方法及态度,语篇 > 主题语境 > 人与自我 > 生活与学习 > 学习的规律方法及态度,5,407
412,做人与做事,语篇 > 主题语境 > 人与自我 > 做人与做事,4,406
413,人物故事,语篇 > 主题语境 > 人与自我 > 做人与做事 > 人物故事,5,412
414,个人品行态度、生命的意义与价值,语篇 > 主题语境 > 人与自我 > 做人与做事 > 个人品行态度、生命的意义与价值,5,412
415,公民义务与社会责任,语篇 > 主题语境 > 人与自我 > 做人与做事 > 公民义务与社会责任,5,412
416,未来规划及职业前景,语篇 > 主题语境 > 人与自我 > 做人与做事 > 未来规划及职业前景,5,412
417,创新与创业意识,语篇 > 主题语境 > 人与自我 > 做人与做事 > 创新与创业意识,5,412
418,人与自然,语篇 > 主题语境 > 人与自然,3,405
419,自然生态,语篇 > 主题语境 > 人与自然 > 自然生态,4,418
420,主要国家地理概况,语篇 > 主题语境 > 人与自然 > 自然生态 > 主要国家地理概况,5,419
421,自然科学研究成果,语篇 > 主题语境 > 人与自然 > 自然生态 > 自然科学研究成果,5,419
422,旅游观光,语篇 > 主题语境 > 人与自然 > 自然生态 > 旅游观光,5,419
423,环境保护,语篇 > 主题语境 > 人与自然 > 环境保护,4,418
424,自然环境、自然遗产保护,语篇 > 主题语境 > 人与自然 > 环境保护 > 自然环境、自然遗产保护,5,423
425,人类社会发展与环境的关系,语篇 > 主题语境 > 人与自然 > 环境保护 > 人类社会发展与环境的关系,5,423
426,灾害防范,语篇 > 主题语境 > 人与自然 > 灾害防范,4,418
427,自然灾害与防范、安全常识与自我保护,语篇 > 主题语境 > 人与自然 > 灾害防范 > 自然灾害与防范、安全常识与自我保护,5,426
428,宇宙探索,语篇 > 主题语境 > 人与自然 > 宇宙探索,4,418
429,地球与宇宙奥秘探索,语篇 > 主题语境 > 人与自然 > 宇宙探索 > 地球与宇宙奥秘探索,5,428
430,人与社会,语篇 > 主题语境 > 人与社会,3,405
431,社会服务与人际沟通,语篇 > 主题语境 > 人与社会 > 社会服务与人际沟通,4,430
432,良好的人际关系与社会交往,语篇 > 主题语境 > 人与社会 > 社会服务与人际沟通 > 良好的人际关系与社会交往,5,431
433,公益事业与志愿服务,语篇 > 主题语境 > 人与社会 > 社会服务与人际沟通 > 公益事业与志愿服务,5,431
434,跨文化沟通、包容与合作,语篇 > 主题语境 > 人与社会 > 社会服务与人际沟通 > 跨文化沟通、包容与合作,5,431
435,文学、艺术与体育,语篇 > 主题语境 > 人与社会 > 文学、艺术与体育,4,430
436,文学艺术,语篇 > 主题语境 > 人与社会 > 文学、艺术与体育 > 文学艺术,5,435
437,娱乐体育,语篇 > 主题语境 > 人与社会 > 文学、艺术与体育 > 娱乐体育,5,435
438,历史、社会与文化,语篇 > 主题语境 > 人与社会 > 历史、社会与文化,4,430
439,民族文化习俗与传统节日,语篇 > 主题语境 > 人与社会 > 历史、社会与文化 > 民族文化习俗与传统节日,5,438
440,突出贡献的人物和事件,语篇 > 主题语境 > 人与社会 > 历史、社会与文化 > 突出贡献的人物和事件,5,438
441,重要国际组织与社会公益机构,语篇 > 主题语境 > 人与社会 > 历史、社会与文化 > 重要国际组织与社会公益机构,5,438
442,法律与法制,语篇 > 主题语境 > 人与社会 > 历史、社会与文化 > 法律与法制,5,438
443,物质与非物质文化遗产,语篇 > 主题语境 > 人与社会 > 历史、社会与文化 > 物质与非物质文化遗产,5,438
444,社会热点现象问题,语篇 > 主题语境 > 人与社会 > 历史、社会与文化 > 社会热点现象问题,5,438
445,政治历史事件,语篇 > 主题语境 > 人与社会 > 历史、社会与文化 > 政治历史事件,5,438
446,社会进步与教育,语篇 > 主题语境 > 人与社会 > 历史、社会与文化 > 社会进步与教育,5,438
447,经济常识与市场,语篇 > 主题语境 > 人与社会 > 历史、社会与文化 > 经济常识与市场,5,438
448,科学与技术,语篇 > 主题语境 > 人与社会 > 科学与技术,4,430
449,科技发展与信息技术创新,语篇 > 主题语境 > 人与社会 > 科学与技术 > 科技发展与信息技术创新,5,448
450,科普知识,语篇 > 主题语境 > 人与社会 > 科学与技术 > 科普知识,5,448
451,语篇理解,语篇 > 语篇理解,2,396
452,篇章理解,语篇 > 语篇理解 > 篇章理解,3,451
453,细节理解,语篇 > 语篇理解 > 篇章理解 > 细节理解,4,452
454,语句理解,语篇 > 语篇理解 > 篇章理解 > 细节理解 > 语句理解,5,453
455,判断正误,语篇 > 语篇理解 > 篇章理解 > 细节理解 > 判断正误,5,453
456,细节排序,语篇 > 语篇理解 > 篇章理解 > 细节理解 > 细节排序,5,453
457,推理判断,语篇 > 语篇理解 > 篇章理解 > 推理判断,4,452
458,目的意图,语篇 > 语篇理解 > 篇章理解 > 推理判断 > 目的意图,5,457
459,文章出处,语篇 > 语篇理解 > 篇章理解 > 推理判断 > 文章出处,5,457
460,论证方式,语篇 > 语篇理解 > 篇章理解 > 推理判断 > 论证方式,5,457
461,篇章结构,语篇 > 语篇理解 > 篇章理解 > 推理判断 > 篇章结构,5,457
462,读者对象,语篇 > 语篇理解 > 篇章理解 > 推理判断 > 读者对象,5,457
463,逻辑推理,语篇 > 语篇理解 > 篇章理解 > 推理判断 > 逻辑推理,5,457
464,观点态度,语篇 > 语篇理解 > 篇章理解 > 推理判断 > 观点态度,5,457
465,主旨大意,语篇 > 语篇理解 > 篇章理解 > 主旨大意,4,452
466,文章大意,语篇 > 语篇理解 > 篇章理解 > 主旨大意 > 文章大意,5,465
467,段落大意,语篇 > 语篇理解 > 篇章理解 > 主旨大意 > 段落大意,5,465
468,标题选择,语篇 > 语篇理解 > 篇章理解 > 主旨大意 > 标题选择,5,465
469,词句猜测,语篇 > 语篇理解 > 篇章理解 > 词句猜测,4,452
470,词义猜测,语篇 > 语篇理解 > 篇章理解 > 词句猜测 > 词义猜测,5,469
471,短语猜测,语篇 > 语篇理解 > 篇章理解 > 词句猜测 > 短语猜测,5,469
472,指代猜测,语篇 > 语篇理解 > 篇章理解 > 词句猜测 > 指代猜测,5,469
473,句意猜测,语篇 > 语篇理解 > 篇章理解 > 词句猜测 > 句意猜测,5,469
474,习语猜测,语篇 > 语篇理解 > 篇章理解 > 词句猜测 > 习语猜测,5,469
475,语句段落,语篇 > 语篇理解 > 语句段落,3,451
476,解释说明,语篇 > 语篇理解 > 语句段落 > 解释说明,4,475
477,例证关系,语篇 > 语篇理解 > 语句段落 > 例证关系,4,475
478,因果关系,语篇 > 语篇理解 > 语句段落 > 因果关系,4,475
479,递进关系,语篇 > 语篇理解 > 语句段落 > 递进关系,4,475
480,转折让步,语篇 > 语篇理解 > 语句段落 > 转折让步,4,475
481,并列关系,语篇 > 语篇理解 > 语句段落 > 并列关系,4,475
482,对比关系,语篇 > 语篇理解 > 语句段落 > 对比关系,4,475
483,次序关系,语篇 > 语篇理解 > 语句段落 > 次序关系,4,475
484,归纳概括,语篇 > 语篇理解 > 语句段落 > 归纳概括,4,475
485,语用,语用,1,0
486,情景交际及习惯表达,语用 > 情景交际及习惯表达,2,485
487,情景交际,语用 > 情景交际及习惯表达 > 情景交际,3,486
488,习语及谚语,语用 > 情景交际及习惯表达 > 习语及谚语,3,486
489,听力/写作话题,语用 > 听力/写作话题,2,485
490,学校生活,语用 > 听力/写作话题 > 学校生活,3,489
491,日常生活,语用 > 听力/写作话题 > 日常生活,3,489
492,家庭生活,语用 > 听力/写作话题 > 家庭生活,3,489
493,传统文化,语用 > 听力/写作话题 > 传统文化,3,489
494,节假日活动,语用 > 听力/写作话题 > 节假日活动,3,489
495,个人情况,语用 > 听力/写作话题 > 个人情况,3,489
496,人际关系,语用 > 听力/写作话题 > 人际关系,3,489
497,人物故事介绍,语用 > 听力/写作话题 > 人物故事介绍,3,489
498,环境保护,语用 > 听力/写作话题 > 环境保护,3,489
499,兴趣爱好,语用 > 听力/写作话题 > 兴趣爱好,3,489
500,购物,语用 > 听力/写作话题 > 购物,3,489
501,健康,语用 > 听力/写作话题 > 健康,3,489
502,饮食,语用 > 听力/写作话题 > 饮食,3,489
503,情感情绪,语用 > 听力/写作话题 > 情感情绪,3,489
504,旅游景点,语用 > 听力/写作话题 > 旅游景点,3,489
505,天气气候,语用 > 听力/写作话题 > 天气气候,3,489
506,交通,语用 > 听力/写作话题 > 交通,3,489
507,文娱体育,语用 > 听力/写作话题 > 文娱体育,3,489
508,文学和艺术,语用 > 听力/写作话题 > 文学和艺术,3,489
509,未来规划及愿望,语用 > 听力/写作话题 > 未来规划及愿望,3,489
510,历史地理,语用 > 听力/写作话题 > 历史地理,3,489
511,科普知识及现代技术,语用 > 听力/写作话题 > 科普知识及现代技术,3,489
512,西方文化,语用 > 听力/写作话题 > 西方文化,3,489
513,社会,语用 > 听力/写作话题 > 社会,3,489
514,工作与职业,语用 > 听力/写作话题 > 工作与职业,3,489
515,学习,语用 > 听力/写作话题 > 学习,3,489
516,其他,语用 > 听力/写作话题 > 其他,3,489
517,听力理解,语用 > 听力理解,2,485
518,数字计算,语用 > 听力理解 > 数字计算,3,517
519,地点去向,语用 > 听力理解 > 地点去向,3,517
520,方式方法,语用 > 听力理解 > 方式方法,3,517
521,原因结果,语用 > 听力理解 > 原因结果,3,517
522,请求建议,语用 > 听力理解 > 请求建议,3,517
523,事实与倾向,语用 > 听力理解 > 事实与倾向,3,517
524,主旨要义,语用 > 听力理解 > 主旨要义,3,517
525,谈话者背景关系,语用 > 听力理解 > 谈话者背景关系,3,517
526,谈话者观点态度,语用 > 听力理解 > 谈话者观点态度,3,517
527,谈话者目的意图,语用 > 听力理解 > 谈话者目的意图,3,517
528,推理判断,语用 > 听力理解 > 推理判断,3,517
529,日期和时间,语用 > 听力理解 > 日期和时间,3,517
530,读后续写写作手法,语用 > 读后续写写作手法,2,485
531,修辞手法,语用 > 读后续写写作手法 > 修辞手法,3,530
532,拟人在读后续写中的运用,语用 > 读后续写写作手法 > 修辞手法 > 拟人在读后续写中的运用,4,531
533,拟声在读后续写中的运用,语用 > 读后续写写作手法 > 修辞手法 > 拟声在读后续写中的运用,4,531
534,排比在读后续写中的运用,语用 > 读后续写写作手法 > 修辞手法 > 排比在读后续写中的运用,4,531
535,比喻在读后续写中的运用,语用 > 读后续写写作手法 > 修辞手法 > 比喻在读后续写中的运用,4,531
536,细节描写,语用 > 读后续写写作手法 > 细节描写,3,530
537,读后续写中的外貌描写,语用 > 读后续写写作手法 > 细节描写 > 读后续写中的外貌描写,4,536
538,读后续写中的动作描写,语用 > 读后续写写作手法 > 细节描写 > 读后续写中的动作描写,4,536
539,读后续写中的情绪描写,语用 > 读后续写写作手法 > 细节描写 > 读后续写中的情绪描写,4,536
540,读后续写中的对话描写,语用 > 读后续写写作手法 > 细节描写 > 读后续写中的对话描写,4,536
541,读后续写中的环境描写,语用 > 读后续写写作手法 > 细节描写 > 读后续写中的环境描写,4,536
542,读后续写中的心理描写,语用 > 读后续写写作手法 > 细节描写 > 读后续写中的心理描写,4,536
543,菁优挂靠不上,菁优挂靠不上,1,0
544,信息词选择,菁优挂靠不上 > 信息词选择,2,543
545,句子理解,菁优挂靠不上 > 句子理解,2,543
546,情景反应,菁优挂靠不上 > 情景反应,2,543
547,听录音选图,菁优挂靠不上 > 听录音选图,2,543
548,短对话理解,菁优挂靠不上 > 短对话理解,2,543
549,长对话理解,菁优挂靠不上 > 长对话理解,2,543
550,短文理解,菁优挂靠不上 > 短文理解,2,543
551,按课文内容填空,菁优挂靠不上 > 按课文内容填空,2,543
552,句子连读,菁优挂靠不上 > 句子连读,2,543
553,句子失爆,菁优挂靠不上 > 句子失爆,2,543
554,语音语调,菁优挂靠不上 > 语音语调,2,543
555,C端听力训练专用,C端听力训练专用,1,0
556,一词多义,C端听力训练专用 > 一词多义,2,555
557,今昔对比,C端听力训练专用 > 今昔对比,2,555
558,男女有别,C端听力训练专用 > 男女有别,2,555
559,时间先后,C端听力训练专用 > 时间先后,2,555
560,复合拆分,C端听力训练专用 > 复合拆分,2,555
561,失去爆破,C端听力训练专用 > 失去爆破,2,555
562,学校,C端听力训练专用 > 学校,2,555
563,连读,C端听力训练专用 > 连读,2,555
564,酒店,C端听力训练专用 > 酒店,2,555
565,清辅音,C端听力训练专用 > 清辅音,2,555
566,商店,C端听力训练专用 > 商店,2,555
567,英美音,C端听力训练专用 > 英美音,2,555
568,餐馆,C端听力训练专用 > 餐馆,2,555
569,口语词,C端听力训练专用 > 口语词,2,555
570,图书馆,C端听力训练专用 > 图书馆,2,555
571,同义词转换,C端听力训练专用 > 同义词转换,2,555
572,行程安排类,C端听力训练专用 > 行程安排类,2,555
573,时事新闻类,C端听力训练专用 > 时事新闻类,2,555
574,人物传记类,C端听力训练专用 > 人物传记类,2,555
575,故事类,C端听力训练专用 > 故事类,2,555
576,主题型,C端听力训练专用 > 主题型,2,555
577,数字题-时间,C端听力训练专用 > 数字题-时间,2,555
578,数字题-其他,C端听力训练专用 > 数字题-其他,2,555
579,假期安排,C端听力训练专用 > 假期安排,2,555
580,数字题-价格,C端听力训练专用 > 数字题-价格,2,555
581,办公,C端听力训练专用 > 办公,2,555
582,天气,C端听力训练专用 > 天气,2,555
583,书写规范,书写规范,1,0
584,英语书写规范,书写规范 > 英语书写规范,2,583
